old url,new url
http://www.dfid.gov.uk/Media-Room/Features/,TNA
http://www.dfid.gov.uk/news/files/devawareness/rg-post.asp,TNA
http://www.dfid.gov.uk/Media-Room/News-Stories/2006/Monitoring-the-Gleneagles-commitments--Africa-Partnership-Forum/,TNA
http://www.dfid.gov.uk/pubs/files/toolsfordevelopment.pdf,TNA
http://www.dfid.gov.uk/Documents/ICS%20PCB%20Fundraising%20for%20ICS%20paper.pdf,TNA
http://www.dfid.gov.uk/Stories/Eyewitness-Reports/2012/Eyewitness-Philip-Upson-in-Turkey/,TNA
http://www.dfid.gov.uk/About-DFID/Site-Map/,TNA
http://www.dfid.gov.uk/Documents/publications/research/oxford-tax-evasion-report.pdf,TNA
http://www.dfid.gov.uk/aboutdfid/performance/files/ev636.pdf,TNA
http://www.dfid.gov.uk/aboutdfid/performance/files/ev667-vol2.pdf,TNA
http://www.dfid.gov.uk/pubs/files/fragilestates-paper.pdf,TNA
http://www.dfid.gov.uk/Working-with-DFID/Funding-opportunities/Not-for-profit-organisations/Development-Innovation-Fund-DIF/,TNA
http://www.dfid.gov.uk/communitylinks,TNA
http://www.dfid.gov.uk/funding/sharedscholarship.asp,TNA
http://www.dfid.gov.uk/tradematters,TNA
http://www.dfid.gov.uk/Documents/publications1/press-releases/Ministers%20announce%20UK%20support%20to%20Somalia%20during%20visit%20to%20Mogadishu.pdf,TNA
http://www.dfid.gov.uk/dif,TNA
http://www.dfid.gov.uk/news/files/bangladesh-climate.asp,TNA
http://www.dfid.gov.uk/Recruitment/externalvacancies.asp,TNA
http://www.dfid.gov.uk/About-DFID/Our-organisation1/Ministers/Andrew-Mitchell/,TNA
http://www.dfid.gov.uk/About-DFID/Quick-guide-to-DFID/How-we-do-it/Building-our-common-future/,TNA
http://www.dfid.gov.uk/aboutDFID/DFIDwork/ppas/christian-treelife.pdf,TNA
http://www.dfid.gov.uk/aboutdfid/performance/files/guidance-evaluation.pdf,TNA
