old url,new url
http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/consultationsandcommunications/publicconsultations/200981ecfirstconsultation.htm,https://www.gov.uk/government/consultations/mod-consultation-on-the-approach-to-the-implementation-of-directive-200981ec2
http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/consultationsandcommunications/publicconsultations/200981ecsecondconsultation.htm,https://www.gov.uk/government/consultations/mod-second-consultation-on-the-approach-to-the-implementation-of-directive-200981ec
http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/consultationsandcommunications/publicconsultations/consultationdasasquarterlyrafpocketbrief.htm,https://www.gov.uk/government/consultations/consultation-on-the-cessation-of-dasas-quarterly-royal-air-force-pocket-brief
http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/consultationsandcommunications/publicconsultations/consultationletteronpensionschemechanges17thaugust2009.htm,https://www.gov.uk/government/consultations/consultation-letter-on-pension-scheme-changes-17-august-2009
http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/consultationsandcommunications/publicconsultations/consultationonthecontentofdasasquarterlycivilianpublicationcps01.htm,https://www.gov.uk/government/consultations/consultation-on-the-content-of-dasas-quarterly-civilian-publication-cps-01
http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/consultationsandcommunications/publicconsultations/gpssconsultation.htm,https://www.gov.uk/government/consultations/public-consultation-on-the-legislation-to-enable-the-sale-of-the-government-pipeline-and-storage-system
http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/consultationsandcommunications/publicconsultations/modstrategicequalityobjectives201114consultation.htm,https://www.gov.uk/government/consultations/mod-strategic-equality-objectives-2012-to-2016
http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/consultationsandcommunications/publicconsultations/thedefencegreenpaper2010discussion.htm,https://www.gov.uk/government/consultations/the-defence-green-paper-2010-discussion
http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/consultationsandcommunications/publicconsultations/themodpoliceperformanceregulations2012.htm,https://www.gov.uk/government/consultations/the-mod-police-performance-regulations-2012
http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/consultationsandcommunications/publicconsultations/thenewarmedforcespensionschemefinalconsultation.htm,https://www.gov.uk/government/consultations/the-new-armed-forces-pension-scheme-final-consultation
http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/consultationsandcommunications/publicconsultations/warcoptrainingarearestructuringofcommonlandundertakingsconsultation.htm,https://www.gov.uk/government/consultations/warcop-training-area-restructuring-of-common-land-undertakings-consultation
http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/securityandintelligencepublications/dva/developedvettinginformation.htm,https://www.gov.uk/government/publications/dv-information-leaflet
http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/securityandintelligencepublications/dva/eformportalsponsorguidance.htm,https://www.gov.uk/government/publications/defence-business-services-national-security-vetting-e-form-portal-sponsor-guidance
http://www.mod.uk/defenceinternet/aboutdefence/people/speeches/seniorofficials/20110202transformingdefenceabritishperspectiveondefenceinatimeoffinancialchallenge.htm,https://www.gov.uk/government/speeches/transforming-defence-a-british-perspective-on-defence-in-a-time-of-financial-challenge
http://www.mod.uk/defenceinternet/defencenews/militaryoperations/captaindanielshepherdkilledinafghanistan.htm,https://www.gov.uk/government/fatalities/captain-daniel-shepherd-killed-in-afghanistan--2
http://www.mod.uk/defenceinternet/defencenews/militaryoperations/corporalmichaeljohnthackerkilledinafghanistan.htm,https://www.gov.uk/government/fatalities/corporal-michael-john-thacker-killed-in-afghanistan
http://www.mod.uk/defenceinternet/defencenews/militaryoperations/corporalterrywebsterandlancecorporalalancochrankilledinafghanistan.htm,https://www.gov.uk/government/fatalities/corporal-terry-webster-and-lance-corporal-alan-cochran-killed-in-afghanistan
http://www.mod.uk/defenceinternet/defencenews/militaryoperations/lancebombardiermarkchandlerkilledinafghanistan.htm,https://www.gov.uk/government/fatalities/lance-bombardier-mark-chandler-killed-in-afghanistan
http://www.mod.uk/defenceinternet/defencenews/militaryoperations/royalmarinediesinafghanistan.htm,TNA
http://www.mod.uk/defenceinternet/defencenews/militaryoperations/sergeantsimonvalentinekilledinafghanistan.htm,https://www.gov.uk/government/fatalities/sergeant-simon-valentine-killed-in-afghanistan--2
http://www.mod.uk/defenceinternet/defencenews/militaryoperations/twoukmilitarypersonnelkilledinpumahelicoptercrash.htm,TNA
